time_ms,Lead_I,Lead_II,Lead_III
24264,-0.0087,-0.0127,-0.0039
24266,-0.0123,-0.0293,-0.017
24268,0.0021,-0.0029,-0.0049
24270,-0.0023,0.0151,0.0174
24272,-0.0173,0.012,0.0293
24274,-0.0012,-0.0103,-0.0091
24276,-0.017,-0.0237,-0.0067
24278,-0.0104,-0.0058,0.0046
24280,0.0053,-0.0128,-0.0181
24282,-0.0235,-0.0183,0.0052
24284,-0.0106,-0.0095,0.0012
24286,0.0002,-0.0169,-0.0171
24288,-0.0057,-0.0273,-0.0216
24290,-0.0192,-0.0016,0.0176
24292,-0.0209,-0.0115,0.0094
24294,-0.0216,-0.0133,0.0083
24296,-0.0085,-0.0123,-0.0038
24298,-0.0094,-0.0231,-0.0137
24300,0.0025,-0.0207,-0.0232
24302,-0.0088,0.0081,0.0169
24304,-0.0313,0.0319,0.0632
24306,-0.0033,-0.0152,-0.0119
24308,-0.0141,0.0088,0.0229
24310,-0.019,-0.0099,0.0091
24312,-0.003,-0.0059,-0.0029
24314,-0.0324,-0.002,0.0304
24316,-0.0141,-0.0212,-0.0071
24318,-0.0156,-0.0048,0.0108
24320,-0.0038,-0.0344,-0.0305
24322,-0.024,-0.0086,0.0154
24324,-0.0165,-0.0059,0.0105
24326,0.0043,-0.0258,-0.0302
24328,-0.0095,-0.0128,-0.0033
24330,-0.007,-0.0331,-0.0261
24332,-0.0146,0.0001,0.0147
24334,-0.0066,-0.0206,-0.014
24336,-0.0211,-0.0041,0.017
24338,-0.0063,0.0067,0.013
24340,-0.0223,-0.0155,0.0068
24342,-0.0185,0.0065,0.0251
24344,-0.0206,-0.004,0.0167
24346,-0.0014,-0.0472,-0.0458
24348,-0.0062,-0.0086,-0.0023
24350,0.0051,0.0014,-0.0037
24352,-0.0104,-0.0118,-0.0015
24354,-0.0221,-0.0228,-0.0007
24356,-0.0251,0.0035,0.0286
24358,-0.0063,-0.0077,-0.0014
24360,-0.0055,-0.008,-0.0025
24362,0,0.0003,0.0002
24364,-0.0134,-0.0108,0.0025
24366,-0.0442,-0.0323,0.0119
24368,-0.0301,-0.0209,0.0092
24370,-0.0228,0.0074,0.0302
24372,0.0078,-0.02,-0.0279
24374,-0.0258,-0.0489,-0.0231
24376,0.01,-0.0222,-0.0322
24378,0.0003,-0.0055,-0.0058
24380,-0.0211,-0.0001,0.021
24382,-0.016,-0.0127,0.0033
24384,-0.0027,-0.0305,-0.0278
24386,-0.0195,-0.0197,-0.0003
24388,-0.0259,-0.0469,-0.0209
24390,-0.013,-0.0061,0.0069
24392,-0.0414,-0.0128,0.0286
24394,-0.0316,-0.0148,0.0168
24396,-0.0268,0.0094,0.0361
24398,-0.0002,-0.006,-0.0057
24400,-0.0131,-0.0005,0.0126
24402,-0.0123,-0.0085,0.0038
24404,-0.0265,-0.017,0.0094
24406,-0.0206,0.0039,0.0244
24408,-0.0178,-0.0088,0.009
24410,-0.0163,-0.0137,0.0025
24412,-0.016,-0.0166,-0.0005
24414,-0.0229,0.0002,0.0231
24416,-0.0084,-0.0108,-0.0024
24418,-0.0095,-0.0255,-0.016
24420,-0.0137,-0.0001,0.0136
24422,0.0016,0.003,0.0014
24424,-0.015,-0.0215,-0.0065
24426,0.0157,0.0029,-0.0128
24428,-0.0059,0.002,0.0079
24430,-0.0263,-0.0172,0.0091
24432,-0.0294,-0.0183,0.0111
24434,-0.0251,-0.0159,0.0092
24436,-0.0204,0.0068,0.0272
24438,-0.0412,-0.0088,0.0324
24440,-0.0128,-0.0003,0.0126
24442,-0.0297,-0.0356,-0.0059
24444,-0.0262,-0.0077,0.0185
24446,-0.0403,-0.0313,0.009
24448,-0.0247,-0.0236,0.0011
24450,0.0099,0.002,-0.008
24452,-0.0297,-0.0066,0.0231
24454,-0.0206,-0.0332,-0.0127
24456,-0.0259,0.006,0.0319
24458,-0.0189,0.0085,0.0274
24460,-0.0223,-0.0133,0.0091
24462,-0.0409,-0.0008,0.0401
24464,-0.0108,-0.0469,-0.0361
24466,-0.0075,-0.0045,0.003
24468,-0.0136,0.0015,0.0151
24470,-0.0213,-0.0106,0.0107
24472,0,-0.0144,-0.0144
24474,0.0139,-0.018,-0.0319
24476,-0.0124,-0.0028,0.0097
24478,-0.0064,-0.0052,0.0012
24480,-0.0124,-0.0312,-0.0189
24482,-0.0139,-0.0051,0.0088
24484,-0.0174,0.0035,0.0209
24486,-0.0133,-0.0333,-0.02
24488,-0.0188,0.0008,0.0196
24490,-0.0001,-0.0139,-0.0138
24492,0.0009,-0.0168,-0.0177
24494,-0.0014,-0.0308,-0.0294
24496,-0.0249,-0.0291,-0.0042
24498,-0.0224,0.0015,0.0239
24500,-0.0207,-0.0175,0.0032
24502,-0.0234,-0.0293,-0.0059
24504,-0.0074,-0.0305,-0.0231
24506,-0.0105,-0.0227,-0.0122
24508,0.0129,-0.021,-0.0339
24510,-0.0117,-0.0274,-0.0157
24512,-0.0454,-0.0253,0.0201
24514,-0.021,-0.0057,0.0153
24516,-0.0264,-0.0225,0.0039
24518,-0.0223,-0.0087,0.0136
24520,0.0048,-0.0294,-0.0342
24522,-0.0186,-0.0317,-0.0131
24524,-0.006,-0.0065,-0.0005
24526,-0.0164,-0.0178,-0.0014
24528,-0.0123,-0.0187,-0.0064
24530,-0.0158,-0.0198,-0.0041
24532,-0.01,-0.013,-0.003
24534,-0.0148,-0.0206,-0.0059
24536,-0.0382,-0.0198,0.0184
24538,-0.0064,0.001,0.0075
24540,-0.0331,-0.0228,0.0104
24542,-0.0104,-0.0069,0.0034
24544,-0.0203,-0.0375,-0.0172
24546,-0.0322,-0.0283,0.0039
24548,-0.0176,0.0087,0.0264
24550,-0.0258,-0.0183,0.0074
24552,-0.026,0.015,0.041
24554,-0.0181,-0.0031,0.015
24556,-0.0075,-0.0216,-0.0141
24558,-0.0066,-0.0116,-0.0051
24560,-0.021,-0.0051,0.0159
24562,-0.0272,-0.0301,-0.0029
24564,0.0188,-0.0378,-0.0566
24566,-0.0357,-0.009,0.0266
24568,-0.0243,-0.0084,0.016
24570,-0.0234,-0.019,0.0044
24572,-0.0167,-0.0092,0.0074
24574,-0.017,-0.0195,-0.0024
24576,-0.0206,-0.0199,0.0007
24578,-0.0294,0.0029,0.0323
24580,-0.0153,-0.006,0.0093
24582,0.0179,-0.0116,-0.0295
24584,0.0014,-0.0236,-0.025
24586,-0.0082,-0.0204,-0.0122
24588,-0.0293,0.0066,0.0358
24590,-0.0158,-0.0208,-0.005
24592,-0.0169,-0.0144,0.0024
24594,-0.0379,-0.012,0.0259
24596,0.0008,-0.0302,-0.0311
24598,-0.0321,-0.0022,0.0298
24600,-0.0057,-0.0022,0.0035
24602,-0.0036,-0.0097,-0.0061
24604,-0.025,-0.0211,0.0038
24606,-0.0225,-0.033,-0.0105
24608,-0.0128,-0.0347,-0.0219
24610,-0.0299,-0.0152,0.0147
24612,-0.0051,-0.0094,-0.0043
24614,-0.0199,-0.0177,0.0021
24616,-0.0127,-0.0072,0.0055
24618,-0.0326,-0.0244,0.0082
24620,-0.0147,-0.0363,-0.0216
24622,-0.0274,-0.0226,0.0047
24624,-0.0207,-0.0097,0.011
24626,-0.0143,-0.0163,-0.002
24628,-0.0159,-0.0179,-0.002
24630,-0.0137,-0.0419,-0.0282
24632,0.0038,-0.0242,-0.0279
24634,-0.0044,0.002,0.0064
24636,0.0054,-0.0061,-0.0115
24638,0.0019,-0.0437,-0.0455
24640,-0.0114,0.0096,0.021
24642,-0.0014,-0.0071,-0.0057
24644,-0.0177,0.0032,0.0209
24646,-0.0023,0.0223,0.0246
24648,-0.0017,0.0127,0.0144
24650,-0.0083,0.0111,0.0194
24652,-0.0177,0.0312,0.0489
24654,0.0161,0.0394,0.0234
24656,0.0047,0.0309,0.0263
24658,0.0391,0.0615,0.0223
24660,0.0317,0.0776,0.046
24662,0.0449,0.0895,0.0446
24664,0.0484,0.102,0.0536
24666,0.0572,0.1179,0.0607
24668,0.0909,0.1366,0.0457
24670,0.0855,0.1507,0.0653
24672,0.1148,0.1687,0.0539
24674,0.103,0.2066,0.1036
24676,0.1229,0.2268,0.1039
24678,0.171,0.2145,0.0435
24680,0.1361,0.2184,0.0823
24682,0.1436,0.2328,0.0892
24684,0.1688,0.2633,0.0944
24686,0.1425,0.2587,0.1162
24688,0.1515,0.2624,0.1109
24690,0.1568,0.2774,0.1206
24692,0.1544,0.2869,0.1325
24694,0.1386,0.2492,0.1106
24696,0.1551,0.2395,0.0844
24698,0.1421,0.2127,0.0706
24700,0.1202,0.2495,0.1293
24702,0.0987,0.1879,0.0891
24704,0.1424,0.1907,0.0483
24706,0.0967,0.1682,0.0715
24708,0.0555,0.1481,0.0926
24710,0.0783,0.1299,0.0517
24712,0.0706,0.1212,0.0506
24714,0.0567,0.0999,0.0433
24716,0.0382,0.0695,0.0312
24718,0.0255,0.0654,0.0399
24720,0.0231,0.0525,0.0294
24722,0.0223,0.0084,-0.0139
24724,0.0239,0.0393,0.0153
24726,-0.0181,0.0007,0.0188
24728,-0.0013,0.0119,0.0132
24730,-0.0143,0.0011,0.0154
24732,-0.0286,-0.0072,0.0214
24734,-0.0226,-0.0166,0.006
24736,-0.0064,-0.0237,-0.0173
24738,-0.0181,-0.0221,-0.004
24740,-0.0127,-0.0288,-0.0161
24742,-0.0281,-0.0205,0.0075
24744,0.0059,-0.0388,-0.0447
24746,-0.0316,-0.0249,0.0067
24748,-0.0143,-0.0407,-0.0263
24750,-0.0273,-0.0104,0.017
24752,-0.0013,-0.0229,-0.0216
24754,-0.0337,-0.0163,0.0174
24756,-0.0256,0.0025,0.0281
24758,0.0247,0.047,0.0223
24760,0.0984,0.1665,0.0682
24762,0.1994,0.3359,0.1365
24764,0.3526,0.5875,0.2349
24766,0.5665,0.9037,0.3372
24768,0.7766,1.2434,0.4668
24770,0.9798,1.5792,0.5994
24772,1.1171,1.7799,0.6628
24774,1.138,1.832,0.694
24776,1.0947,1.7443,0.6496
24778,0.934,1.4884,0.5544
24780,0.6981,1.1611,0.463
24782,0.4844,0.7927,0.3083
24784,0.2683,0.4704,0.202
24786,0.1067,0.1604,0.0537
24788,-0.0072,0.0052,0.0124
24790,-0.0893,-0.1044,-0.0151
24792,-0.1057,-0.1763,-0.0706
24794,-0.1124,-0.1645,-0.0521
24796,-0.0761,-0.1225,-0.0464
24798,-0.0443,-0.0857,-0.0415
24800,-0.0573,-0.0274,0.03
24802,-0.0289,-0.0065,0.0224
24804,-0.0241,-0.0176,0.0065
24806,-0.0003,0.0207,0.021
24808,-0.0049,0.0315,0.0364
24810,0.0168,-0.0004,-0.0171
24812,0.0185,0.0071,-0.0114
24814,0.018,0.0245,0.0064
24816,0.0257,0.0321,0.0064
24818,0.0188,0.0191,0.0003
24820,0.0223,0.0496,0.0273
24822,0.01,0.0706,0.0605
24824,0.0431,0.0508,0.0076
24826,0.0376,0.0679,0.0303
24828,0.0269,0.0491,0.0222
24830,0.0422,0.0572,0.015
24832,0.0496,0.0865,0.037
24834,0.0574,0.0978,0.0404
24836,0.0764,0.0922,0.0158
24838,0.0634,0.0809,0.0176
24840,0.0666,0.1116,0.045
24842,0.0451,0.1382,0.0931
24844,0.0794,0.1119,0.0326
24846,0.0818,0.109,0.0272
24848,0.0656,0.1654,0.0998
24850,0.0865,0.169,0.0825
24852,0.0828,0.1448,0.062
24854,0.0663,0.1611,0.0948
24856,0.0884,0.1644,0.076
24858,0.1143,0.1756,0.0613
24860,0.1141,0.208,0.0939
24862,0.1203,0.2024,0.0822
24864,0.1026,0.211,0.1084
24866,0.1391,0.2294,0.0903
24868,0.1392,0.2543,0.1152
24870,0.1562,0.2458,0.0896
24872,0.1456,0.259,0.1134
24874,0.1897,0.2464,0.0567
24876,0.1808,0.2934,0.1126
24878,0.1839,0.3088,0.1248
24880,0.192,0.2855,0.0935
24882,0.1944,0.3514,0.1569
24884,0.1728,0.3247,0.1518
24886,0.2116,0.3663,0.1547
24888,0.2383,0.3249,0.0866
24890,0.2196,0.3731,0.1536
24892,0.2366,0.3821,0.1456
24894,0.2596,0.3988,0.1391
24896,0.2316,0.4144,0.1828
24898,0.2482,0.4013,0.1531
24900,0.2389,0.4006,0.1617
24902,0.2692,0.4419,0.1727
24904,0.2727,0.4014,0.1286
24906,0.2379,0.4552,0.2172
24908,0.2833,0.4227,0.1394
24910,0.2598,0.4379,0.1781
24912,0.2362,0.4272,0.191
24914,0.2749,0.4151,0.1402
24916,0.2639,0.417,0.1531
24918,0.2539,0.4358,0.1819
24920,0.26,0.3906,0.1306
24922,0.224,0.3967,0.1727
24924,0.2424,0.4007,0.1584
24926,0.2464,0.3743,0.1279
24928,0.2454,0.3775,0.1321
24930,0.2052,0.3599,0.1547
24932,0.217,0.3268,0.1098
24934,0.1942,0.3189,0.1247
24936,0.1899,0.3601,0.1701
24938,0.1723,0.2961,0.1237
24940,0.1868,0.2643,0.0775
24942,0.164,0.26,0.0961
24944,0.153,0.2418,0.0888
24946,0.117,0.2391,0.1221
24948,0.1328,0.2266,0.0939
24950,0.1273,0.1988,0.0715
24952,0.131,0.1798,0.0488
24954,0.1073,0.1933,0.086
24956,0.0979,0.1626,0.0647
24958,0.0763,0.1527,0.0764
24960,0.0743,0.1187,0.0444
24962,0.0653,0.1295,0.0642
24964,0.0543,0.1245,0.0702
24966,0.0534,0.1087,0.0552
24968,0.0488,0.0979,0.0491
24970,0.0382,0.0532,0.0149
24972,0.0512,0.0958,0.0446
24974,0.0042,0.0741,0.0699
24976,0.0015,0.0323,0.0307
24978,0.0244,0.0396,0.0152
24980,0.0434,0.043,-0.0004
24982,0.0151,0.047,0.0319
24984,0.0062,0.0456,0.0394
24986,0.0143,0.0062,-0.0081
24988,-0.0157,0.0443,0.06
24990,0.001,0.0094,0.0084
24992,0.0149,-0.0092,-0.0242
24994,0.0102,-0.0124,-0.0226
24996,-0.0078,0.0071,0.0149
24998,-0.0088,0.0256,0.0344
25000,-0.0296,-0.0128,0.0168
25002,-0.0199,0.0049,0.0248
25004,-0.0119,0.0068,0.0187
25006,-0.012,0.0066,0.0185
25008,-0.0097,0.0063,0.0159
25010,-0.0018,0.0129,0.0147
25012,-0.0246,-0.0307,-0.0061
25014,0.0079,0.0027,-0.0052
25016,-0.0286,-0.0163,0.0123
25018,-0.0198,0.0056,0.0254
25020,-0.0188,-0.0053,0.0135
25022,0.0025,0.0047,0.0022
25024,-0.0172,0.0011,0.0183
25026,-0.022,-0.0083,0.0136
25028,-0.0167,-0.0012,0.0156
25030,-0.0026,0.0108,0.0134
25032,-0.0006,-0.0189,-0.0183
25034,-0.0315,-0.0199,0.0117
25036,-0.0348,-0.0375,-0.0027
25038,-0.0393,-0.0226,0.0168
25040,-0.0255,-0.0168,0.0087
25042,-0.0151,-0.0314,-0.0164
25044,-0.0052,-0.0083,-0.0031
25046,-0.0207,-0.031,-0.0103
25048,-0.0156,0.0052,0.0208
25050,-0.0175,-0.0365,-0.019
25052,0.0055,-0.0251,-0.0306
25054,-0.0009,-0.0172,-0.0163
25056,-0.0148,-0.0074,0.0073
25058,-0.0254,-0.0211,0.0043
25060,-0.0245,0.0038,0.0282
25062,-0.0165,-0.0121,0.0044
25064,-0.015,-0.0375,-0.0226
25066,0.0029,-0.0081,-0.011
25068,-0.0342,-0.0328,0.0014
25070,0.0098,-0.0101,-0.0199
25072,-0.0266,-0.0267,-0.0001
25074,-0.0185,-0.007,0.0115
25076,-0.0289,-0.0071,0.0218
25078,-0.0152,-0.0226,-0.0073
25080,-0.0243,-0.025,-0.0007
25082,-0.0284,-0.0209,0.0075
25084,-0.0208,-0.0298,-0.009
25086,-0.0437,-0.0157,0.028
25088,-0.0201,-0.0138,0.0062
25090,-0.0187,-0.0076,0.0111
25092,-0.0166,-0.0679,-0.0512
25094,-0.025,-0.008,0.017
25096,-0.0004,-0.0318,-0.0315
25098,-0.0183,0.0074,0.0257
25100,-0.0304,0.0012,0.0315
25102,-0.0095,-0.0058,0.0037
25104,-0.012,-0.0503,-0.0383
25106,-0.0157,-0.0471,-0.0314
25108,-0.0257,-0.0396,-0.0139
25110,-0.0161,-0.0112,0.0049
25112,0.0094,-0.0372,-0.0466
25114,-0.0228,-0.0245,-0.0017
25116,-0.0152,-0.0046,0.0106
25118,-0.0261,-0.0039,0.0223
25120,-0.0281,-0.0268,0.0013
25122,-0.0119,-0.0003,0.0116
25124,-0.0138,-0.0217,-0.0079
25126,-0.0219,-0.0264,-0.0045
25128,0.0077,-0.0082,-0.0159
25130,-0.0137,-0.0031,0.0106
25132,-0.0323,-0.0284,0.0039
25134,-0.0039,-0.0063,-0.0024
25136,-0.01,-0.0005,0.0095
25138,-0.014,-0.0011,0.0129
25140,-0.0041,-0.038,-0.034
25142,-0.0144,-0.0246,-0.0102
25144,-0.0392,-0.0192,0.02
25146,-0.0195,-0.0072,0.0123
25148,-0.0147,-0.028,-0.0133
25150,-0.0207,-0.017,0.0036
25152,-0.0145,-0.0366,-0.0221
25154,-0.0264,-0.0262,0.0002
25156,-0.0202,-0.0309,-0.0107
25158,-0.0401,-0.0205,0.0196
25160,-0.0203,-0.0492,-0.0289
25162,-0.0257,-0.0238,0.0019
25164,-0.048,-0.0129,0.0351
25166,-0.0348,-0.0518,-0.0169
25168,-0.008,-0.0113,-0.0033
25170,-0.0353,-0.0203,0.015
25172,-0.0178,-0.0321,-0.0144
25174,-0.0257,-0.0453,-0.0196
25176,-0.0029,-0.0329,-0.0301
25178,-0.0346,-0.0241,0.0105
25180,0.0078,-0.024,-0.0318
25182,-0.0276,-0.0289,-0.0013
25184,-0.0214,-0.0153,0.0061
25186,-0.0071,-0.0207,-0.0136
25188,-0.0338,-0.0069,0.0269
25190,0.001,-0.0224,-0.0233
25192,0.0009,-0.0025,-0.0033
25194,-0.011,-0.0232,-0.0122
25196,-0.015,-0.0244,-0.0094
25198,-0.0073,-0.022,-0.0147
25200,-0.0117,-0.006,0.0056
25202,-0.0125,-0.0183,-0.0058
25204,-0.0293,-0.0174,0.0119
25206,-0.0093,0.0045,0.0137
25208,-0.0235,-0.0135,0.01
25210,-0.0288,-0.0188,0.01
25212,-0.0257,-0.0153,0.0103
25214,-0.0088,0.0003,0.0091
25216,-0.0323,0.0111,0.0434
25218,-0.0085,-0.0282,-0.0197
25220,-0.0286,-0.0263,0.0023
25222,-0.0036,-0.0031,0.0005
25224,-0.0228,-0.0209,0.0019
25226,-0.0135,-0.0358,-0.0222
25228,-0.034,-0.02,0.014
25230,-0.0207,-0.0304,-0.0097
25232,-0.0288,-0.0107,0.0181
25234,-0.0424,-0.0168,0.0256
25236,-0.0122,-0.0002,0.012
25238,-0.0077,-0.0136,-0.0058
25240,-0.0286,-0.0462,-0.0176
25242,-0.0138,-0.0108,0.003
25244,-0.025,0.012,0.037
25246,-0.0093,-0.0253,-0.0159
25248,-0.0362,-0.0302,0.0059
25250,0.0067,-0.0045,-0.0112
25252,-0.0142,-0.0287,-0.0145
25254,-0.0301,-0.0118,0.0183
25256,-0.0243,-0.0243,0
25258,-0.0192,-0.0141,0.0051
25260,-0.006,-0.0282,-0.0223
25262,-0.0253,-0.0158,0.0096
25264,-0.0152,-0.0088,0.0064
25266,-0.0141,-0.0164,-0.0023
25268,-0.0259,-0.0289,-0.0031
25270,-0.0304,-0.0184,0.012
25272,-0.0286,-0.0177,0.0109
25274,-0.0215,-0.0246,-0.0031
25276,-0.006,-0.0198,-0.0137
25278,-0.0137,-0.028,-0.0143
25280,-0.021,-0.0164,0.0046
25282,-0.0255,-0.0231,0.0025
25284,0.0088,-0.0022,-0.0109
25286,-0.0133,0.0099,0.0232
25288,-0.0367,-0.0128,0.0239
25290,-0.0173,-0.0036,0.0138
25292,-0.0106,-0.0106,0
25294,-0.006,-0.0314,-0.0255
25296,-0.0132,-0.0528,-0.0396
25298,-0.0168,-0.0104,0.0064
25300,-0.0388,-0.0239,0.0149
25302,-0.027,-0.0114,0.0155
25304,-0.0197,-0.0042,0.0155
25306,-0.0247,-0.0153,0.0094
25308,-0.0089,-0.0052,0.0038
25310,-0.0105,-0.0253,-0.0148
25312,-0.0188,-0.0012,0.0176
25314,-0.01,-0.0054,0.0046
25316,0.0024,-0.0458,-0.0482
25318,-0.0067,-0.0048,0.0019
25320,-0.0148,-0.0006,0.0143
25322,-0.0227,-0.0129,0.0098
25324,-0.0196,-0.0165,0.0032
25326,-0.0393,-0.0098,0.0295
25328,-0.0361,0.0016,0.0378
25330,-0.0116,-0.0102,0.0015
25332,-0.043,-0.0005,0.0424
25334,-0.0236,-0.0164,0.0072
25336,-0.0303,-0.0206,0.0096
25338,-0.0044,-0.0255,-0.0211
25340,-0.0154,-0.0233,-0.0079
25342,-0.013,-0.0217,-0.0087
25344,-0.0249,-0.0018,0.0231
25346,-0.007,-0.0134,-0.0064
25348,0.0093,-0.0202,-0.0294
25350,-0.0201,-0.0037,0.0165
25352,-0.0065,-0.0234,-0.0169
25354,-0.0164,-0.0224,-0.006
25356,-0.0171,0.0048,0.0219
25358,-0.0064,-0.0095,-0.0032
25360,-0.0177,-0.0295,-0.0118
25362,-0.0311,-0.0099,0.0211
25364,-0.0372,-0.0145,0.0227
25366,-0.0238,-0.0144,0.0094
25368,-0.0063,-0.0098,-0.0035
25370,-0.0227,-0.0222,0.0005
25372,-0.0245,-0.0374,-0.0129
25374,-0.0144,-0.0015,0.0129
25376,-0.0195,0.0029,0.0225
25378,-0.0295,-0.0073,0.0223
25380,-0.0069,-0.0083,-0.0014
25382,-0.0079,-0.0339,-0.0261
25384,-0.0187,-0.0098,0.009
25386,-0.0141,-0.0263,-0.0123
25388,-0.0245,-0.0053,0.0192
25390,-0.0123,-0.0138,-0.0015
25392,-0.0146,-0.0188,-0.0043
25394,-0.0186,-0.0131,0.0055
25396,0.0019,-0.0135,-0.0154
25398,-0.0173,-0.0046,0.0127
25400,-0.015,-0.0071,0.0079
25402,-0.0308,-0.012,0.0188
25404,-0.0243,-0.0083,0.016
25406,-0.0355,-0.0241,0.0114
25408,-0.0298,-0.0101,0.0197
25410,-0.0053,-0.0156,-0.0102
25412,-0.0088,-0.0286,-0.0199
25414,-0.0006,-0.0101,-0.0095
25416,-0.0287,-0.0145,0.0143
25418,-0.0028,-0.0387,-0.0359
25420,-0.0223,-0.022,0.0003
25422,-0.0074,-0.002,0.0054
25424,-0.0132,-0.0122,0.001
25426,0.0035,-0.0243,-0.0278
25428,-0.0396,0.0215,0.0611
25430,-0.0189,-0.0161,0.0027
25432,-0.0006,-0.0077,-0.0071
25434,-0.01,-0.0211,-0.0111
25436,-0.0065,-0.007,-0.0005
25438,-0.0139,-0.0411,-0.0272
25440,-0.0212,0.0063,0.0274
25442,-0.0101,0.0032,0.0133
25444,-0.0122,-0.0014,0.0108
25446,-0.0058,-0.019,-0.0132
25448,-0.0056,-0.0091,-0.0035
25450,-0.0128,-0.0238,-0.011
25452,-0.0039,-0.0121,-0.0082
25454,-0.0223,0.0055,0.0278
25456,-0.0047,-0.0281,-0.0234
25458,-0.0212,-0.0111,0.0102
25460,0.0068,0.0126,0.0058
25462,-0.0035,-0.0177,-0.0142
25464,-0.023,0.0154,0.0385
25466,0.0061,0.005,-0.001
25468,0.0209,0.0323,0.0114
25470,0.0011,0.0332,0.032
25472,-0.0011,0.0214,0.0225
25474,0.0168,0.046,0.0292
25476,0.0083,0.0904,0.0821
25478,0.0361,0.0953,0.0591
25480,0.067,0.109,0.042
25482,0.0774,0.0919,0.0145
25484,0.0711,0.1526,0.0815
25486,0.0905,0.1646,0.0742
25488,0.1001,0.1539,0.0538
25490,0.1169,0.2008,0.0839
25492,0.1194,0.2201,0.1006
25494,0.1207,0.2192,0.0984
25496,0.1659,0.245,0.0791
25498,0.142,0.2641,0.1222
25500,0.1417,0.2447,0.1031
25502,0.1691,0.2644,0.0953
25504,0.1727,0.2882,0.1154
25506,0.1542,0.2709,0.1167
25508,0.1608,0.2736,0.1127
25510,0.1606,0.2773,0.1168
25512,0.1631,0.2518,0.0886
25514,0.1766,0.2197,0.0431
25516,0.1409,0.2173,0.0764
25518,0.121,0.2043,0.0833
25520,0.1178,0.183,0.0652
25522,0.1098,0.1719,0.062
25524,0.0957,0.1709,0.0752
25526,0.0679,0.1104,0.0426
25528,0.067,0.0764,0.0094
25530,0.0572,0.0955,0.0383
25532,0.057,0.0876,0.0306
25534,0.034,0.0582,0.0243
25536,-0.0019,0.0321,0.034
25538,0.0219,0.0405,0.0187
25540,0.0192,0.0019,-0.0173
25542,0.0085,-0.0118,-0.0203
25544,-0.0082,0.0199,0.0281
25546,0,0.0093,0.0093
25548,0.0193,0.0189,-0.0004
25550,0.0019,-0.0139,-0.0158
25552,0.0169,-0.0209,-0.0378
25554,-0.0107,0.0035,0.0143
25556,-0.0048,-0.0077,-0.0029
25558,0.0026,0.0018,-0.0009
25560,-0.0066,-0.0026,0.004
25562,-0.0114,-0.0081,0.0033
25564,-0.0031,-0.0388,-0.0357
25566,-0.0084,-0.0544,-0.046
25568,-0.03,-0.0176,0.0124
25570,-0.0106,-0.0096,0.001
25572,0.0135,0.018,0.0045
25574,0.0123,0.0859,0.0737
25576,0.0766,0.1724,0.0958
25578,0.2052,0.3544,0.1492
25580,0.3694,0.5639,0.1945
25582,0.5726,0.9212,0.3486
25584,0.7911,1.2901,0.499
25586,0.9722,1.55,0.5778
25588,1.1155,1.7828,0.6673
25590,1.1264,1.8484,0.722
25592,1.0741,1.7566,0.6825
25594,0.9144,1.4914,0.577
25596,0.7233,1.1357,0.4124
25598,0.4656,0.8055,0.3398
25600,0.2797,0.4369,0.1572
25602,0.1134,0.1773,0.0639
25604,-0.0084,0.0178,0.0262
25606,-0.0686,-0.1252,-0.0566
25608,-0.0927,-0.149,-0.0563
25610,-0.0832,-0.1392,-0.056
25612,-0.094,-0.1269,-0.0329
25614,-0.0523,-0.1192,-0.0668
25616,-0.0513,-0.0436,0.0077
25618,-0.0319,-0.0163,0.0156
25620,-0.0093,0.003,0.0124
25622,0.0061,0.0255,0.0195
25624,0.0162,0.017,0.0008
25626,0.0075,0.0212,0.0137
25628,0.0283,0.0151,-0.0132
25630,-0.0143,0.0322,0.0465
25632,0.0242,0.0603,0.0362
25634,0.0065,0.0507,0.0442
25636,0.0238,0.0347,0.0109
25638,0.0371,0.0354,-0.0018
25640,0.0255,0.042,0.0164
25642,0.0287,0.0615,0.0328
25644,0.0482,0.0825,0.0344
25646,0.0603,0.0947,0.0345
25648,0.043,0.0998,0.0568
25650,0.0452,0.102,0.0568
25652,0.0492,0.1151,0.0659
25654,0.0599,0.1034,0.0435
25656,0.074,0.1169,0.0428
25658,0.0734,0.1133,0.0398
25660,0.0612,0.1112,0.05
25662,0.0801,0.1305,0.0504
25664,0.0846,0.1214,0.0368
25666,0.1078,0.1547,0.0469
25668,0.0919,0.1626,0.0707
25670,0.1041,0.1923,0.0882
25672,0.1283,0.1718,0.0435
25674,0.1026,0.2066,0.1041
25676,0.1565,0.2245,0.068
25678,0.1126,0.1951,0.0825
25680,0.1446,0.2282,0.0836
25682,0.1497,0.2289,0.0792
25684,0.1482,0.2536,0.1054
25686,0.1534,0.2622,0.1087
25688,0.1592,0.2699,0.1107
25690,0.1758,0.2556,0.0798
25692,0.1618,0.2989,0.1371
25694,0.1917,0.3166,0.1248
25696,0.2124,0.3319,0.1195
25698,0.2064,0.3354,0.1289
25700,0.225,0.3636,0.1387
25702,0.2275,0.3593,0.1318
25704,0.236,0.3734,0.1374
25706,0.2308,0.3889,0.1581
25708,0.2592,0.3838,0.1246
25710,0.2332,0.4254,0.1922
25712,0.2475,0.4138,0.1663
25714,0.2575,0.4099,0.1524
25716,0.2697,0.4645,0.1949
25718,0.248,0.4703,0.2223
25720,0.2821,0.4611,0.179
25722,0.2698,0.4452,0.1754
